source.name	sequenceID	length	pubmed_id	serotype	genotype	isolate_data.country	isolate_data.collection_year	isolate_data.sampled_host_sci_name
ncbi-curated	MT832038	10179	-	1	1IV	Philippines	2012	Homo sapiens
ncbi-curated	MT832039	10179	-	1	1IV	Philippines	2012	Homo sapiens
ncbi-curated	MT832040	10179	-	1	1IV	Philippines	2012	Homo sapiens
ncbi-curated	MT832041	10179	-	1	1IV	Philippines	2012	Homo sapiens
ncbi-curated	MT832042	10179	-	1	1IV	Philippines	2012	Homo sapiens
ncbi-curated	MT832043	10179	-	1	1IV	Philippines	2013	Homo sapiens
ncbi-curated	MT832044	10179	-	1	1IV	Philippines	2013	Homo sapiens
ncbi-curated	MT832045	10179	-	1	1IV	Philippines	2013	Homo sapiens
ncbi-curated	MT832046	10179	-	1	1IV	Philippines	2013	Homo sapiens
ncbi-curated	MT832047	10179	-	1	1IV	Philippines	2013	Homo sapiens
ncbi-curated	MT832048	10179	-	1	1IV	Philippines	2013	Homo sapiens
ncbi-curated	MT832049	10179	-	1	1IV	Philippines	2012	Homo sapiens
ncbi-curated	MT832050	10179	-	1	1IV	Philippines	2012	Homo sapiens
ncbi-curated	MT832051	10179	-	1	1IV	Philippines	2012	Homo sapiens
ncbi-curated	MT832052	10179	-	1	1IV	Philippines	2012	Homo sapiens
ncbi-curated	MT832053	10176	-	2	-	Philippines	2014	Homo sapiens
ncbi-curated	MT832054	10176	-	2	-	Philippines	2014	Homo sapiens
ncbi-curated	MT832055	10176	-	2	-	Philippines	2013	Homo sapiens
ncbi-curated	MT832056	10176	-	2	-	Philippines	2013	Homo sapiens
ncbi-curated	MT832057	10176	-	2	-	Philippines	2015	Homo sapiens
ncbi-curated	MT832058	10176	-	2	-	Philippines	2015	Homo sapiens
ncbi-curated	MT832059	10176	-	2	-	Philippines	2014	Homo sapiens
ncbi-curated	MT832060	10176	-	2	-	Philippines	2014	Homo sapiens
ncbi-curated	MT832061	10176	-	2	-	Philippines	2013	Homo sapiens
ncbi-curated	MT832062	10072	-	2	-	Philippines	2013	Homo sapiens
ncbi-curated	MT832063	10176	-	2	-	Philippines	2013	Homo sapiens
ncbi-curated	MT832064	10072	-	2	-	Philippines	2013	Homo sapiens
ncbi-curated	MT832065	10176	-	2	-	Philippines	2014	Homo sapiens
ncbi-curated	MT832066	10081	-	2	-	Philippines	2014	Homo sapiens
ncbi-curated	MT832067	10176	-	2	-	Philippines	2013	Homo sapiens
ncbi-curated	MT832068	10072	-	2	-	Philippines	2013	Homo sapiens
ncbi-curated	MT832069	10176	-	2	-	Philippines	2013	Homo sapiens
ncbi-curated	MT832070	10072	-	2	-	Philippines	2013	Homo sapiens
ncbi-curated	MT832071	10176	-	2	-	Philippines	2013	Homo sapiens
ncbi-curated	MT832072	10176	-	2	-	Philippines	2013	Homo sapiens
ncbi-curated	MT832073	10176	-	2	-	Philippines	2013	Homo sapiens
ncbi-curated	MT832074	10176	-	2	-	Philippines	2013	Homo sapiens
ncbi-curated	MT832075	10176	-	2	-	Philippines	2013	Homo sapiens
ncbi-curated	MT832076	10176	-	2	-	Philippines	2013	Homo sapiens
ncbi-curated	MT832077	10176	-	2	-	Philippines	2013	Homo sapiens
ncbi-curated	MT832078	10176	-	2	-	Philippines	2013	Homo sapiens
ncbi-curated	MT832079	10176	-	2	-	Philippines	2013	Homo sapiens
ncbi-curated	MT832080	10176	-	2	-	Philippines	2013	Homo sapiens
ncbi-curated	MT862854	10164	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862855	10164	-	1	1V	Brazil: PB	2019	Homo sapiens
ncbi-curated	MT862856	10176	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862857	10158	-	1	-	Brazil: AL	2019	Homo sapiens
ncbi-curated	MT862858	10152	-	1	1V	Brazil: PB	2019	Homo sapiens
ncbi-curated	MT862859	10161	-	1	1V	Brazil: PB	2019	Homo sapiens
ncbi-curated	MT862860	10161	-	1	-	Brazil: AL	2019	Homo sapiens
ncbi-curated	MT862861	10161	-	1	-	Brazil: AL	2019	Homo sapiens
ncbi-curated	MT862862	10149	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862863	10176	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862864	10176	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862865	10170	-	1	1V	Brazil: PB	2019	Homo sapiens
ncbi-curated	MT862866	10173	-	1	1V	Brazil: PB	2019	Homo sapiens
ncbi-curated	MT862867	10170	-	1	1V	Brazil: PB	2019	Homo sapiens
ncbi-curated	MT862868	10176	-	1	1V	Brazil: PB	2019	Homo sapiens
ncbi-curated	MT862869	10173	-	1	1V	Brazil: PB	2019	Homo sapiens
ncbi-curated	MT862870	10173	-	1	1V	Brazil: PB	2019	Homo sapiens
ncbi-curated	MT862871	10176	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862872	10164	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862873	10161	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862874	10164	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862875	10164	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862876	10161	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862877	10176	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862878	10164	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862879	10161	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862880	10164	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862881	10164	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862882	10161	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862883	10161	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862884	10161	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862885	10164	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862886	10161	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862887	10161	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862888	10173	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862889	10161	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862890	10161	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862891	10161	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862892	10170	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862893	10161	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862894	10161	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT862895	10164	-	1	1V	Brazil: PB	2018	Homo sapiens
ncbi-curated	MT897896	10190	-	2	2III	Mexico	2018	Homo sapiens
ncbi-curated	MT899083	10327	-	1	-	Mexico: Jalisco	2019	Homo sapiens
ncbi-curated	MT899084	10272	-	2	2III	Mexico: Jalisco	2019	Homo sapiens
ncbi-curated	MT899085	10272	-	2	2III	Mexico: Campeche	2019	Homo sapiens
ncbi-curated	MT921569	10733	-	1	1I	Australia: Queensland	2013	Homo sapiens
ncbi-curated	MT921570	10713	-	2	2II	Australia: Queensland	2013	Homo sapiens
ncbi-curated	MT921571	10723	-	2	2II	Australia: Queensland	2015	Homo sapiens
ncbi-curated	MT921572	10720	-	2	2II	Australia: Queensland	2000	Homo sapiens
ncbi-curated	MT921573	10618	-	2	2II	Australia: Queensland	2004	Homo sapiens
ncbi-curated	MT921574	10697	-	3	-	Australia: Queensland	2017	Homo sapiens
ncbi-curated	MT921575	10703	-	3	-	Australia: Queensland	2016	Homo sapiens
ncbi-curated	MT929160	10304	-	1	-	Mexico: Jalisco	2019	Homo sapiens
ncbi-curated	MT929528	10053	-	1	-	Brazil: Aparecida de Goiania	2015	Homo sapiens
ncbi-curated	MT929529	9621	-	1	-	Brazil: Goiania	2015	Homo sapiens
ncbi-curated	MT929530	10041	-	1	-	Brazil: Feira de Santana	2019	Homo sapiens
ncbi-curated	MT929531	10057	-	1	-	Brazil: Feira de Santana	2019	Homo sapiens
ncbi-curated	MT929532	10051	-	1	-	Brazil: Feira de Santana	2019	Homo sapiens
ncbi-curated	MT929533	10048	-	1	-	Brazil: Feira de Santana	2019	Homo sapiens
ncbi-curated	MT929534	10048	-	1	-	Brazil: Feira de Santana	2019	Homo sapiens
ncbi-curated	MT929535	10049	-	1	-	Brazil: Feira de Santana	2019	Homo sapiens
ncbi-curated	MT929536	10049	-	1	-	Brazil: Feira de Santana	2019	Homo sapiens
ncbi-curated	MT929537	10050	-	1	-	Brazil: Feira de Santana	2019	Homo sapiens
ncbi-curated	MT929538	9621	-	1	-	Brazil: Feira de Santana	2019	Homo sapiens
ncbi-curated	MT929539	10052	-	1	-	Brazil: Feira de Santana	2019	Homo sapiens
ncbi-curated	MT929540	9621	-	1	-	Brazil: Coracao de Maria	2019	Homo sapiens
ncbi-curated	MT929541	10048	-	1	-	Brazil: Barreiras	2019	Homo sapiens
ncbi-curated	MT929542	9623	-	1	-	Brazil: Feira de Santana	2019	Homo sapiens
ncbi-curated	MT929543	10048	-	1	-	Brazil: Feira de Santana	2019	Homo sapiens
ncbi-curated	MT929544	10049	-	1	-	Brazil: Coracao de Maria	2019	Homo sapiens
ncbi-curated	MT929545	9621	-	1	-	Brazil: Coracao de Maria	2019	Homo sapiens
ncbi-curated	MT929546	10048	-	1	-	Brazil: Coracao de Maria	2019	Homo sapiens
ncbi-curated	MT929547	10048	-	1	-	Brazil: Coracao de Maria	2019	Homo sapiens
ncbi-curated	MT929548	10048	-	1	-	Brazil: Coracao de Maria	2019	Homo sapiens
ncbi-curated	MT929549	10049	-	1	1V	Brazil: Conselheiro Lafaiete	2016	Homo sapiens
ncbi-curated	MT929550	10172	-	1	-	Brazil: Juiz de Fora	2016	Homo sapiens
ncbi-curated	MT929551	8857	-	1	-	Brazil: Montes Claros	2018	Homo sapiens
ncbi-curated	MT929552	10041	-	1	-	Brazil: Janauba	2018	Homo sapiens
ncbi-curated	MT929553	9494	-	1	-	Brazil: Janauba	2018	Homo sapiens
ncbi-curated	MT929554	10175	-	1	-	Brazil: Belo Horizonte	2018	Homo sapiens
ncbi-curated	MT929555	10048	-	1	-	Brazil: Coracao de Jesus	2018	Homo sapiens
ncbi-curated	MT929556	10048	-	1	1V	Brazil: Valparaiso	2019	Homo sapiens
ncbi-curated	MT929557	9621	-	1	1V	Brazil: Novo Gama	2019	Homo sapiens
ncbi-curated	MT929558	9622	-	1	1V	Brazil: Valparaiso	2019	Homo sapiens
ncbi-curated	MT929559	10048	-	1	-	Brazil: Goiania	2019	Homo sapiens
ncbi-curated	MT929560	9621	-	1	1V	Brazil: Rio Verde	2019	Homo sapiens
ncbi-curated	MT929561	10048	-	1	1V	Brazil: Caldas Novas	2019	Homo sapiens
ncbi-curated	MT929562	9622	-	1	1V	Brazil: Rio Verde	2019	Homo sapiens
ncbi-curated	MT929563	9621	-	1	1V	Brazil: Valparaiso	2019	Homo sapiens
ncbi-curated	MT929564	9621	-	1	1V	Brazil: Recife	2019	Homo sapiens
ncbi-curated	MT929565	9621	-	1	-	Brazil: Cabo de Santo Agostino	2019	Homo sapiens
ncbi-curated	MT929566	9621	-	1	-	Brazil: Buique	2019	Homo sapiens
ncbi-curated	MT929567	9621	-	1	1V	Brazil: Ipojuca	2019	Homo sapiens
ncbi-curated	MT929568	9621	-	1	-	Brazil: Sertania	2019	Homo sapiens
ncbi-curated	MT929569	9618	-	1	-	Brazil: Recife	2019	Homo sapiens
ncbi-curated	MT929570	9621	-	1	1V	Brazil: Carpina	2019	Homo sapiens
ncbi-curated	MT929571	10048	-	1	1V	Brazil: Custodia	2019	Homo sapiens
ncbi-curated	MT929572	9622	-	1	1V	Brazil: Jaboatao dos Guararapes	2019	Homo sapiens
ncbi-curated	MT929573	10048	-	1	1V	Brazil: Brasilia	2019	Homo sapiens
ncbi-curated	MT929574	10048	-	1	1V	Brazil: Brasilia	2019	Homo sapiens
ncbi-curated	MT929575	9621	-	1	-	Brazil: Bom Conselho	2019	Homo sapiens
ncbi-curated	MT929576	9621	-	1	-	Brazil: Timbauba	2019	Homo sapiens
ncbi-curated	MT929577	10049	-	1	-	Brazil: Brasilia de Minas	2017	Homo sapiens
ncbi-curated	MT929578	10064	-	1	1V	Brazil: Sao Francisco	2017	Homo sapiens
ncbi-curated	MT929579	10053	-	1	1V	Brazil: Varzelandia	2017	Homo sapiens
ncbi-curated	MT929580	10049	-	1	1V	Brazil: Varzelandia	2017	Homo sapiens
ncbi-curated	MT929581	9621	-	1	1V	Brazil: Ribeirao Preto	2016	Homo sapiens
ncbi-curated	MT929582	8384	-	1	-	Brazil: Ribeirao Preto	2016	Homo sapiens
ncbi-curated	MT929583	8852	-	1	-	Brazil: Ribeirao Preto	2016	Homo sapiens
ncbi-curated	MT929584	10048	-	1	-	Brazil: Ribeirao Preto	2016	Homo sapiens
ncbi-curated	MT929585	10041	-	2	2III	Brazil: Nova Xavantina	2019	Homo sapiens
ncbi-curated	MT929586	10023	-	2	2III	Brazil: Cuiaba	2019	Homo sapiens
ncbi-curated	MT929587	10032	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929588	10033	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929589	10032	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929590	9254	-	2	2III	Brazil: Jaraguari	2019	Homo sapiens
ncbi-curated	MT929591	10030	-	2	2III	Brazil: Camapua	2019	Homo sapiens
ncbi-curated	MT929592	9258	-	2	2III	Brazil: Jaraguari	2019	Homo sapiens
ncbi-curated	MT929593	10028	-	2	2III	Brazil: Campo Grande	2018	Homo sapiens
ncbi-curated	MT929594	9257	-	2	2III	Brazil: Campo Grande	2018	Homo sapiens
ncbi-curated	MT929595	10029	-	2	2III	Brazil: Campo Grande	2018	Homo sapiens
ncbi-curated	MT929596	10030	-	2	2III	Brazil: Campo Grande	2018	Homo sapiens
ncbi-curated	MT929597	9262	-	2	2III	Brazil: Campo Grande	2018	Homo sapiens
ncbi-curated	MT929598	10031	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929599	10035	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929600	9257	-	2	2III	Brazil: Corumba	2019	Homo sapiens
ncbi-curated	MT929601	10029	-	2	2III	Brazil: Dois Irmaos do Buriti	2019	Homo sapiens
ncbi-curated	MT929602	9257	-	2	2III	Brazil: Douradina	2019	Homo sapiens
ncbi-curated	MT929603	10030	-	2	2III	Brazil: Nioaque	2019	Homo sapiens
ncbi-curated	MT929604	9252	-	2	2III	Brazil: Mundo Novo	2019	Homo sapiens
ncbi-curated	MT929605	10031	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929606	10030	-	2	2III	Brazil: Aparecida do Taboado	2019	Homo sapiens
ncbi-curated	MT929607	10041	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929608	10025	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929609	10025	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929610	10025	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929611	10025	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929612	10025	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929613	10025	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929614	10025	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929615	10025	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929616	10025	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929617	10028	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929618	10028	-	2	2III	Brazil: Chapadao Do Sul	2019	Homo sapiens
ncbi-curated	MT929619	10028	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929620	10028	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929621	10028	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929622	10028	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929623	10028	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929624	9250	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929625	10028	-	2	2III	Brazil: Maracaju	2019	Homo sapiens
ncbi-curated	MT929626	10028	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929627	10028	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929628	10046	-	2	2III	Brazil: Corumba	2019	Homo sapiens
ncbi-curated	MT929629	10028	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929630	10028	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929631	10028	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929632	10028	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929633	10028	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929634	10028	-	2	2III	Brazil: Pedro Gomes	2019	Homo sapiens
ncbi-curated	MT929635	10028	-	2	2III	Brazil: Nioaque	2019	Homo sapiens
ncbi-curated	MT929636	10028	-	2	2III	Brazil: Chapadao Do Sul	2019	Homo sapiens
ncbi-curated	MT929637	10028	-	2	2III	Brazil: Nioaque	2019	Homo sapiens
ncbi-curated	MT929638	10028	-	2	2III	Brazil: Dois Irmaos do Buriti	2019	Homo sapiens
ncbi-curated	MT929639	9250	-	2	2III	Brazil: Ivinhema	2019	Homo sapiens
ncbi-curated	MT929640	10028	-	2	2III	Brazil: Maracaju	2019	Homo sapiens
ncbi-curated	MT929641	10028	-	2	2III	Brazil: Agua Clara	2019	Homo sapiens
ncbi-curated	MT929642	10028	-	2	2III	Brazil: Nioaque	2019	Homo sapiens
ncbi-curated	MT929643	10028	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929644	10028	-	2	2III	Brazil: Itaquirai	2019	Homo sapiens
ncbi-curated	MT929645	10028	-	2	2III	Brazil: Campo Grande	2019	Homo sapiens
ncbi-curated	MT929646	10025	-	2	2III	Brazil: Goiania	2019	Homo sapiens
ncbi-curated	MT929647	10025	-	2	2III	Brazil: Goiania	2019	Homo sapiens
ncbi-curated	MT929648	10046	-	2	2III	Brazil: Betim	2019	Homo sapiens
ncbi-curated	MT929649	10028	-	2	2III	Brazil: Uberaba	2019	Homo sapiens
ncbi-curated	MT929650	10028	-	2	2III	Brazil: Uberlandia	2019	Homo sapiens
ncbi-curated	MT929651	10027	-	2	2III	Brazil: Uberaba	2019	Homo sapiens
ncbi-curated	MT929652	10028	-	2	2III	Brazil: Jaboticatubas	2019	Homo sapiens
ncbi-curated	MT929653	10028	-	2	2III	Brazil: Unai	2019	Homo sapiens
ncbi-curated	MT929654	10028	-	2	2III	Brazil: Unai	2019	Homo sapiens
ncbi-curated	MT929655	10028	-	2	2III	Brazil: Ribeirao das Neves	2019	Homo sapiens
ncbi-curated	MT929656	10028	-	2	2III	Brazil: Uberaba	2019	Homo sapiens
ncbi-curated	MT929657	10028	-	2	2III	Brazil: Patrocinio	2019	Homo sapiens
ncbi-curated	MT929658	10028	-	2	2III	Brazil: Ribeirao das Neves	2019	Homo sapiens
ncbi-curated	MT929659	9996	-	2	2III	Brazil: Patos de Minas	2019	Homo sapiens
ncbi-curated	MT929660	10028	-	2	2III	Brazil: Arinos	2019	Homo sapiens
ncbi-curated	MT929661	10028	-	2	2III	Brazil: Prata	2019	Homo sapiens
ncbi-curated	MT929662	10028	-	2	2III	Brazil: Prata	2019	Homo sapiens
ncbi-curated	MT929663	10028	-	2	2III	Brazil: Capinopolis	2019	Homo sapiens
ncbi-curated	MT929664	10028	-	2	2III	Brazil: Ipiacu	2019	Homo sapiens
ncbi-curated	MT929665	9250	-	2	2III	Brazil: Curvelo	2019	Homo sapiens
ncbi-curated	MT929666	10028	-	2	2III	Brazil: Uberaba	2019	Homo sapiens
ncbi-curated	MT929667	10028	-	2	2III	Brazil: Uberaba	2019	Homo sapiens
ncbi-curated	MT929668	10028	-	2	2III	Brazil: Januaria	2019	Homo sapiens
ncbi-curated	MT929669	10028	-	2	2III	Brazil: Uberlandia	2019	Homo sapiens
ncbi-curated	MT929670	10028	-	2	2III	Brazil: Uberlandia	2019	Homo sapiens
ncbi-curated	MT929671	8505	-	2	2III	Brazil: Ibia	2019	Homo sapiens
ncbi-curated	MT929672	10028	-	2	2III	Brazil: Uberaba	2019	Homo sapiens
ncbi-curated	MT929673	10028	-	2	2III	Brazil: Uberaba	2019	Homo sapiens
ncbi-curated	MT929674	9249	-	2	2III	Brazil: Belo Horizonte	2019	Homo sapiens
ncbi-curated	MT929675	10028	-	2	2III	Brazil: Patrocinio	2019	Homo sapiens
ncbi-curated	MT929676	10028	-	2	2III	Brazil: Buritis	2019	Homo sapiens
ncbi-curated	MT929677	10028	-	2	2III	Brazil: Natalandia	2019	Homo sapiens
ncbi-curated	MT929678	9248	-	2	2III	Brazil: Passos	2019	Homo sapiens
ncbi-curated	MT929679	10028	-	2	2III	Brazil: Uberaba	2019	Homo sapiens
ncbi-curated	MT929680	10028	-	2	2III	Brazil: Araguari	2019	Homo sapiens
ncbi-curated	MT929681	10028	-	2	2III	Brazil: Ituiutaba	2019	Homo sapiens
ncbi-curated	MT929682	10026	-	2	2III	Brazil: Campos Gerais	2019	Homo sapiens
ncbi-curated	MT929683	9249	-	2	2III	Brazil: Contagem	2019	Homo sapiens
ncbi-curated	MT929684	10028	-	2	2III	Brazil: Ituiutaba	2019	Homo sapiens
ncbi-curated	MT929685	10028	-	2	2III	Brazil: Montes Claros	2019	Homo sapiens
ncbi-curated	MT929686	10028	-	2	2III	Brazil: Belo Horizonte	2019	Homo sapiens
ncbi-curated	MT929687	9249	-	2	2III	Brazil: Belo Horizonte	2019	Homo sapiens
ncbi-curated	MT929688	10028	-	2	2III	Brazil: Barreiras	2019	Homo sapiens
ncbi-curated	MT929689	10028	-	2	2III	Brazil: Barreiras	2019	Homo sapiens
ncbi-curated	MT929690	10028	-	2	2III	Brazil: Feira de Santana	2019	Homo sapiens
ncbi-curated	MT929691	10028	-	2	2III	Brazil: Irece	2019	Homo sapiens
ncbi-curated	MT929692	10028	-	2	2III	Brazil: Barreiras	2019	Homo sapiens
ncbi-curated	MT929693	10028	-	2	2III	Brazil: Luziania	2019	Homo sapiens
ncbi-curated	MT929694	10046	-	2	2III	Brazil: Caldas Novas	2019	Homo sapiens
ncbi-curated	MT929695	10028	-	2	2III	Brazil: Firminopolis	2019	Homo sapiens
ncbi-curated	MT929696	10028	-	2	2III	Brazil: Caldas Novas	2019	Homo sapiens
ncbi-curated	MT929697	10028	-	2	2III	Brazil: Caldas Novas	2019	Homo sapiens
ncbi-curated	MT929698	10028	-	2	2III	Brazil: Goiania	2019	Homo sapiens
ncbi-curated	MT929699	10020	-	2	2III	Brazil: Sao Luis de Montes Belos	2019	Homo sapiens
ncbi-curated	MT929700	10028	-	2	2III	Brazil: Caldas Novas	2019	Homo sapiens
ncbi-curated	MT929701	10028	-	2	2III	Brazil: Goiania	2019	Homo sapiens
ncbi-curated	MT929702	10028	-	2	2III	Brazil: Firminopolis	2019	Homo sapiens
ncbi-curated	MT929703	10028	-	2	2III	Brazil: Turvania	2019	Homo sapiens
ncbi-curated	MT929704	10028	-	2	2III	Brazil: Rio Verde	2019	Homo sapiens
ncbi-curated	MT929705	10028	-	2	2III	Brazil: Goiania	2019	Homo sapiens
ncbi-curated	MT929706	10028	-	2	2III	Brazil: Corumba	2019	Homo sapiens
ncbi-curated	MT929707	10028	-	2	2III	Brazil: Rio Verde	2019	Homo sapiens
ncbi-curated	MT929708	10028	-	2	2III	Brazil: Goiania	2019	Homo sapiens
ncbi-curated	MT929709	10028	-	2	2III	Brazil: Caldas Novas	2019	Homo sapiens
ncbi-curated	MT929710	10028	-	2	2III	Brazil: Parauna	2019	Homo sapiens
ncbi-curated	MT929711	10028	-	2	2III	Brazil: Goiatuba	2019	Homo sapiens
ncbi-curated	MT929712	10028	-	2	2III	Brazil: Goiania	2019	Homo sapiens
ncbi-curated	MT929713	10028	-	2	2III	Brazil: Israelandia	2019	Homo sapiens
ncbi-curated	MT929714	10028	-	2	2III	Brazil: Israelandia	2019	Homo sapiens
ncbi-curated	MT929715	10046	-	2	2III	Brazil: Uberaba	2016	Homo sapiens
ncbi-curated	MT929716	10028	-	2	2III	Brazil: Uberaba	2016	Homo sapiens
ncbi-curated	MT929717	10028	-	2	2III	Brazil: Uberaba	2016	Homo sapiens
ncbi-curated	MT929718	10028	-	2	2III	Brazil: Uberaba	2018	Homo sapiens
ncbi-curated	MT929719	10028	-	2	2III	Brazil: Capinopolis	2018	Homo sapiens
ncbi-curated	MT929720	10028	-	2	2III	Brazil: Capinopolis	2018	Homo sapiens
ncbi-curated	MT929721	10028	-	2	2III	Brazil: Ituiutaba	2018	Homo sapiens
ncbi-curated	MT929722	10028	-	2	2III	Brazil: Barreiras	2019	Homo sapiens
ncbi-curated	MT929723	10028	-	2	2III	Brazil: Juazeiro	2019	Homo sapiens
ncbi-curated	MT929724	9249	-	2	2III	Brazil: Presidente Dutra	2019	Homo sapiens
ncbi-curated	MT929725	10028	-	2	2III	Brazil: Feira de Santana	2019	Homo sapiens
ncbi-curated	MT929726	9984	-	2	2III	Brazil: Salvador	2019	Homo sapiens
ncbi-curated	MT929727	9250	-	2	2III	Brazil: Salvador	2019	Homo sapiens
ncbi-curated	MT929728	10028	-	2	2III	Brazil: Barreiras	2019	Homo sapiens
ncbi-curated	MT929729	10028	-	2	2III	Brazil: Barreiras	2019	Homo sapiens
ncbi-curated	MT929730	10028	-	2	2III	Brazil: Barreiras	2019	Homo sapiens
ncbi-curated	MT929731	10028	-	2	2III	Brazil: Barreiras	2019	Homo sapiens
ncbi-curated	MT929732	10028	-	2	2III	Brazil: Barreiras	2019	Homo sapiens
ncbi-curated	MT929733	10027	-	2	2III	Brazil: Barreiras	2019	Homo sapiens
ncbi-curated	MT929734	10025	-	2	2III	Brazil: Barreiras	2019	Homo sapiens
ncbi-curated	MT929735	10028	-	2	2III	Brazil: Barreiras	2019	Homo sapiens
ncbi-curated	MT929736	9250	-	2	2III	Brazil: Barreiras	2019	Homo sapiens
ncbi-curated	MT929737	10028	-	2	2III	Brazil: Goiania	2017	Homo sapiens
ncbi-curated	MT929738	9250	-	2	2III	Brazil: Rio Verde	2018	Homo sapiens
ncbi-curated	MT929739	10021	-	2	2III	Brazil: Turvania	2019	Homo sapiens
ncbi-curated	MT929740	10028	-	2	2III	Brazil: Anapolis	2019	Homo sapiens
ncbi-curated	MT929741	10028	-	2	2III	Brazil: Goiania	2019	Homo sapiens
ncbi-curated	MT929742	10028	-	2	2III	Brazil: Goianira	2019	Homo sapiens
ncbi-curated	MT929743	10028	-	2	2III	Brazil: Custodia	2019	Homo sapiens
ncbi-curated	MT929744	10009	-	2	2III	Brazil: Goiania	2008	Homo sapiens
ncbi-curated	MT929745	10025	-	2	2III	Brazil: Aparecida de Goiania	2008	Homo sapiens
