taxon	sequenceID	serotype	genotype	major_lineage	minor_lineage	minor_sublineage	combined	combined-with-id	isolate	country	collection_year
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OP684201.1_2019-08-16	OP684201.1_2019-08-16	2	2II	2II_F	2II_F.1	-	2/2II/2II_F/2II_F.1/-	OP684201.1_2019-08-16/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OP684211.1_2019-10-19	OP684211.1_2019-10-19	2	2II	2II_A	2II_A.1	-	2/2II/2II_A/2II_A.1/-	OP684211.1_2019-10-19/2/2II/2II_A/2II_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OP921000.1_2022-07-29	OP921000.1_2022-07-29	2	2II	2II_F	2II_F.1	-	2/2II/2II_F/2II_F.1/-	OP921000.1_2022-07-29/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ028221.1_2019-11-13	OQ028221.1_2019-11-13	2	2V	2V_A	2V_A.1	-	2/2V/2V_A/2V_A.1/-	OQ028221.1_2019-11-13/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ028222.1_2019-06-25	OQ028222.1_2019-06-25	2	2V	2V_A	2V_A.1	-	2/2V/2V_A/2V_A.1/-	OQ028222.1_2019-06-25/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ028228.1_2019-06-26	OQ028228.1_2019-06-26	2	2V	2V_A	2V_A.1	-	2/2V/2V_A/2V_A.1/-	OQ028228.1_2019-06-26/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ028229.1_2017-08-03	OQ028229.1_2017-08-03	2	2V	2V_A	-	-	2/2V/2V_A/-/-	OQ028229.1_2017-08-03/2/2V/2V_A/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ028230.1_2020-09-07	OQ028230.1_2020-09-07	2	2II	2II_F	2II_F.2	-	2/2II/2II_F/2II_F.2/-	OQ028230.1_2020-09-07/2/2II/2II_F/2II_F.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/US-DB329-2022_2022-08-17	US-DB329-2022_2022-08-17	2	2III	2III_C	2III_C.2	-	2/2III/2III_C/2III_C.2/-	US-DB329-2022_2022-08-17/2/2III/2III_C/2III_C.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/US-DB330-2022_2022-08-16	US-DB330-2022_2022-08-16	2	2III	2III_C	2III_C.2	-	2/2III/2III_C/2III_C.2/-	US-DB330-2022_2022-08-16/2/2III/2III_C/2III_C.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/US-DB335-2022_2022-09-27	US-DB335-2022_2022-09-27	2	2III	2III_D	2III_D.1	2III_D.1.1	2/2III/2III_D/2III_D.1/2III_D.1.1	US-DB335-2022_2022-09-27/2/2III/2III_D/2III_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/US-DB337-2022_2022-10-27	US-DB337-2022_2022-10-27	2	2III	2III_C	2III_C.2	-	2/2III/2III_C/2III_C.2/-	US-DB337-2022_2022-10-27/2/2III/2III_C/2III_C.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/Yale-DN00190_2015-10-28	Yale-DN00190_2015-10-28	2	2III	2III_C	2III_C.1	2III_C.1.2	2/2III/2III_C/2III_C.1/2III_C.1.2	Yale-DN00190_2015-10-28/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/Yale-DN00316_2014-02-09	Yale-DN00316_2014-02-09	2	2III	2III_C	2III_C.2	-	2/2III/2III_C/2III_C.2/-	Yale-DN00316_2014-02-09/2/2III/2III_C/2III_C.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/Yale-DN00400_2022-03-31	Yale-DN00400_2022-03-31	2	2III	2III_C	2III_C.1	2III_C.1.2	2/2III/2III_C/2III_C.1/2III_C.1.2	Yale-DN00400_2022-03-31/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/Yale-DN00417_2022-04-08	Yale-DN00417_2022-04-08	2	2III	2III_C	2III_C.1	2III_C.1.2	2/2III/2III_C/2III_C.1/2III_C.1.2	Yale-DN00417_2022-04-08/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/Yale-DN00429_2022-04-13	Yale-DN00429_2022-04-13	2	2III	2III_C	2III_C.1	2III_C.1.2	2/2III/2III_C/2III_C.1/2III_C.1.2	Yale-DN00429_2022-04-13/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/Yale-DN00443_2022-05-11	Yale-DN00443_2022-05-11	2	2III	2III_C	2III_C.1	2III_C.1.2	2/2III/2III_C/2III_C.1/2III_C.1.2	Yale-DN00443_2022-05-11/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/Yale-DN00586_2019-08-19	Yale-DN00586_2019-08-19	2	2III	2III_D	2III_D.1	2III_D.1.2	2/2III/2III_D/2III_D.1/2III_D.1.2	Yale-DN00586_2019-08-19/2/2III/2III_D/2III_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/Yale-DN00611_2019-08-29	Yale-DN00611_2019-08-29	2	2III	2III_D	2III_D.1	2III_D.1.2	2/2III/2III_D/2III_D.1/2III_D.1.2	Yale-DN00611_2019-08-29/2/2III/2III_D/2III_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/Yale-DN00714_2019-11-13	Yale-DN00714_2019-11-13	2	2III	2III_C	2III_C.2	-	2/2III/2III_C/2III_C.2/-	Yale-DN00714_2019-11-13/2/2III/2III_C/2III_C.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/Yale-DN00730-1_2022-06-20	Yale-DN00730-1_2022-06-20	2	2III	2III_D	2III_D.1	2III_D.1.1	2/2III/2III_D/2III_D.1/2III_D.1.1	Yale-DN00730-1_2022-06-20/2/2III/2III_D/2III_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/Yale-DN00744_2022-06-28	Yale-DN00744_2022-06-28	2	2III	2III_D	2III_D.1	2III_D.1.1	2/2III/2III_D/2III_D.1/2III_D.1.1	Yale-DN00744_2022-06-28/2/2III/2III_D/2III_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/Yale-DN00800_2022-08-18	Yale-DN00800_2022-08-18	2	2III	2III_C	2III_C.2	-	2/2III/2III_C/2III_C.2/-	Yale-DN00800_2022-08-18/2/2III/2III_C/2III_C.2	-	-	-
