sequenceID	fasta_name	Country	collection_date	serotype	old_genotype	genotype	major_lineage	minor_lineage	trimmed_coverage	source
MW512395	MW512395.1|2013	Singapore	2013	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX452038	KX452038.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX452016	KX452016.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX452036	KX452036.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	0.98	genbank
MW512396	MW512396.1|2013	Singapore	2013	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006173	MT006173.1|2018-01-22	Sri_Lanka	22/01/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006180	MT006180.1|2018-03-28	Sri_Lanka	28/03/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006153	MT006153.1|2017-11-12	Sri_Lanka	12/11/2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006140	MT006140.1|2017-10-31	Sri_Lanka	31/10/2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006139	MT006139.1|2017-10-31	Sri_Lanka	31/10/2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OQ102946	OQ102946.1|2021-12-01	Sri_Lanka	01/12/2021	DENV2	2II	2II	2II_G	2II_G.1	0.82	genbank
MT006164	MT006164.1|2018-07-17	Sri_Lanka	17/07/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006177	MT006177.1|2018-03-14	Sri_Lanka	14/03/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006149	MT006149.1|2018-05-17	Sri_Lanka	17/05/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006143	MT006143.1|2018-04-25	Sri_Lanka	25/04/2018	DENV2	2II	2II	2II_G	2II_G.1	0.99	genbank
MT006172	MT006172.1|2018-01-19	Sri_Lanka	19/01/2018	DENV2	2II	2II	2II_G	2II_G.1	0.99	genbank
MT006142	MT006142.1|2018-04-22	Sri_Lanka	22/04/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006148	MT006148.1|2017-11-02	Sri_Lanka	02/11/2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006175	MT006175.1|2018-01-30	Sri_Lanka	30/01/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MN018341	MN018341.1|2017-04-20	China	20/04/2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MH827548	MH827548.1|2017	China	2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MN577545	MN577545.1|2017-06	Sri_Lanka	2017-06	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OP895919	OP895919.1|2018-11	Malaysia	2018-11	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006159	MT006159.1|2017-11-24	Sri_Lanka	24/11/2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT180479	MT180479.1|2017-08	Sri_Lanka	2017-08	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MN577547	MN577547.1|2017-06	Sri_Lanka	2017-06	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512477	MW512477.1|2017	Singapore	2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MN577549	MN577549.1|2017-08	Sri_Lanka	2017-08	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MN577546	MN577546.1|2017-08	Sri_Lanka	2017-08	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MN577548	MN577548.1|2017-07	Sri_Lanka	2017-07	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OQ102945	OQ102945.1|2021-11-19	Sri_Lanka	19/11/2021	DENV2	2II	2II	2II_G	2II_G.1	0.82	genbank
OQ102949	OQ102949.1|2022-02-15	Sri_Lanka	15/02/2022	DENV2	2II	2II	2II_G	2II_G.1	0.82	genbank
OQ102952	OQ102952.1|2022-05-09	Sri_Lanka	09/05/2022	DENV2	2II	2II	2II_G	2II_G.1	0.82	genbank
MT006145	MT006145.1|2018-04-30	Sri_Lanka	30/04/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006184	MT006184.1|2018-04-01	Sri_Lanka	01/04/2018	DENV2	2II	2II	2II_G	2II_G.1	0.99	genbank
MT006176	MT006176.1|2018-02-14	Sri_Lanka	14/02/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006186	MT006186.1|2018-04-09	Sri_Lanka	09/04/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006171	MT006171.1|2018-01-19	Sri_Lanka	19/01/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006181	MT006181.1|2018-03-29	Sri_Lanka	29/03/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006160	MT006160.1|2017-12-01	Sri_Lanka	01/12/2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006185	MT006185.1|2018-04-03	Sri_Lanka	03/04/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006162	MT006162.1|2017-12-13	Sri_Lanka	13/12/2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006179	MT006179.1|2018-03-26	Sri_Lanka	26/03/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006165	MT006165.1|2018-07-18	Sri_Lanka	18/07/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006141	MT006141.1|2017-11-01	Sri_Lanka	01/11/2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006150	MT006150.1|2017-11-16	Sri_Lanka	16/11/2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006178	MT006178.1|2018-03-15	Sri_Lanka	15/03/2018	DENV2	2II	2II	2II_G	2II_G.1	0.99	genbank
MT006167	MT006167.1|2017-12-21	Sri_Lanka	21/12/2017	DENV2	2II	2II	2II_G	2II_G.1	0.99	genbank
MT006168	MT006168.1|2018-01-03	Sri_Lanka	03/01/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006138	MT006138.1|2017-10-25	Sri_Lanka	25/10/2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006146	MT006146.1|2017-11-02	Sri_Lanka	02/11/2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006163	MT006163.1|2018-07-10	Sri_Lanka	10/07/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006137	MT006137.1|2017-10-23	Sri_Lanka	23/10/2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006155	MT006155.1|2017-11-21	Sri_Lanka	21/11/2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006170	MT006170.1|2018-01-08	Sri_Lanka	08/01/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006174	MT006174.1|2018-01-22	Sri_Lanka	22/01/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006161	MT006161.1|2017-12-13	Sri_Lanka	13/12/2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006157	MT006157.1|2017-11-21	Sri_Lanka	21/11/2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006144	MT006144.1|2018-04-30	Sri_Lanka	30/04/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT006136	MT006136.1|2017-10-13	Sri_Lanka	13/10/2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MN018342	MN018342.1|2017-03-23	China	23/03/2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MH827551	MH827551.1|2017	China	2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OP895917	OP895917.1|2021-12	Maldives	2021-12	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MN018365	MN018365.1|2015-12-30	China	30/12/2015	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MH827537	MH827537.1|2017	China	2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MK564483	MK564483.1|2017-08-11	China	11/08/2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OP684180	OP684180.1|2018-07-02	China	02/07/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OP684186	OP684186.1|2018-05-28	China	28/05/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OP684183	OP684183.1|2018-05-27	China	27/05/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OP684195	OP684195.1|2018-06-20	China	20/06/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OP684213	OP684213.1|2019-11-14	China	14/11/2019	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512421	MW512421.1|2014	Singapore	2014	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512440	MW512440.1|2015	Singapore	2015	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512456	MW512456.1|2016	Singapore	2016	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512457	MW512457.1|2016	Singapore	2016	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512439	MW512439.1|2015	Singapore	2015	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512458	MW512458.1|2016	Singapore	2016	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512441	MW512441.1|2015	Singapore	2015	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MF314189	MF314189.1|2016	Singapore	2016	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512442	MW512442.1|2015	Singapore	2015	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512478	MW512478.1|2017	Singapore	2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512445	MW512445.1|2015	Singapore	2015	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512462	MW512462.1|2016	Singapore	2016	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512460	MW512460.1|2016	Singapore	2016	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512459	MW512459.1|2016	Singapore	2016	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512444	MW512444.1|2015	Singapore	2015	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512461	MW512461.1|2016	Singapore	2016	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KU948303	KU948303.1|2016-02-23	Singapore	23/02/2016	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512443	MW512443.1|2015	Singapore	2015	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512446	MW512446.1|2015	Singapore	2015	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512438	MW512438.1|2015	Singapore	2015	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512436	MW512436.1|2015	Singapore	2015	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512422	MW512422.1|2014	Singapore	2014	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512420	MW512420.1|2014	Singapore	2014	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MK513444	MK513444.1|2015-01	Singapore	2015-01	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KY921905	KY921905.1|2015-03	Singapore	2015-03	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MK629884	MK629884.1|2015	South_Korea	2015	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512424	MW512424.1|2014	Singapore	2014	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512437	MW512437.1|2015	Singapore	2015	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512455	MW512455.1|2016	Singapore	2016	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512423	MW512423.1|2014	Singapore	2014	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512426	MW512426.1|2014	Singapore	2014	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512425	MW512425.1|2014	Singapore	2014	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX452045	KX452045.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX452023	KX452023.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX452035	KX452035.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	0.96	genbank
MW512393	MW512393.1|2013	Singapore	2013	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512398	MW512398.1|2013	Singapore	2013	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX452031	KX452031.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX452032	KX452032.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX452044	KX452044.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	0.99	genbank
MW512399	MW512399.1|2013	Singapore	2013	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KU666944	KU666944.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MN018346	MN018346.1|2016-02-11	China	11/02/2016	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MH827536	MH827536.1|2017	China	2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512417	MW512417.1|2014	Singapore	2014	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512388	MW512388.1|2013	Singapore	2013	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX452033	KX452033.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX452020	KX452020.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX372564	KX372564.1|2015	Australia	2015	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KU517847	KU517847.1|2015-08-03	Philippines	03/08/2015	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX452026	KX452026.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512389	MW512389.1|2013	Singapore	2013	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KU666947	KU666947.1|2014-02	Malaysia	2014-02	DENV2	2II	2II	2II_G	2II_G.1	0.99	genbank
KX452022	KX452022.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX452029	KX452029.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX452049	KX452049.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	0.93	genbank
MW512392	MW512392.1|2013	Singapore	2013	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MZ453006	MZ453006.1|2019	China	2019	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MZ453011	MZ453011.1|2019	China	2019	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MZ453009	MZ453009.1|2019	China	2019	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MZ453008	MZ453008.1|2019	China	2019	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MZ453010	MZ453010.1|2019	China	2019	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT754371	MT754371.1|2019-10-24	China	24/10/2019	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT754368	MT754368.1|2019-10-24	China	24/10/2019	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT754370	MT754370.1|2019-10-24	China	24/10/2019	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT754369	MT754369.1|2019-10-24	China	24/10/2019	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MT754367	MT754367.1|2019-10-24	China	24/10/2019	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MZ636804	MZ636804.1|2019-11-30	Thailand	30/11/2019	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OP895918	OP895918.1|2019-04	Cambodia	2019-04	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MN923117	MN923117.1|2019-08-16	China	16/08/2019	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
ON908227	ON908227.1|2019-08-16	China	16/08/2019	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
ON888666	ON888666.1|2019-08-16	China	16/08/2019	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW720952	MW720952.1|2019-09	China	2019-09	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OP684200	OP684200.1|2019-08-08	China	08/08/2019	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OP684199	OP684199.1|2019-07-31	China	31/07/2019	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OP684194	OP684194.1|2018-06-16	China	16/06/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OP684210	OP684210.1|2019-10-15	China	15/10/2019	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OP684187	OP684187.1|2018-09-07	China	07/09/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OP684209	OP684209.1|2019-10-12	China	12/10/2019	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MK783198	MK783198.1|2018	China	2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MK783199	MK783199.1|2018	China	2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MK783197	MK783197.1|2018	China	2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MK783196	MK783196.1|2018	China	2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MK783194	MK783194.1|2018	China	2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MK783193	MK783193.1|2018	China	2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MK783195	MK783195.1|2018	China	2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MK783191	MK783191.1|2018	China	2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MK783192	MK783192.1|2018	China	2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MK564484	MK564484.1|2018-07-23	China	23/07/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
LC410191	LC410191.1|2017-02	Thailand	2017-02	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
LC410190	LC410190.1|2016-10	Thailand	2016-10	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
LC410189	LC410189.1|2016-10	Thailand	2016-10	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OM639981	OM639981.1|2021-09-02	India	02/09/2021	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OM639982	OM639982.1|2021-09-14	India	14/09/2021	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OP809582	OP809582.1|2021	India	2021	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OP389112	OP389112.1|2022-07-25	China	25/07/2022	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OM639984	OM639984.1|2021-11-16	India	16/11/2021	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OM639992	OM639992.1|2021-11-16	India	16/11/2021	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OM700180	OM700180.1|2021-11-16	India	16/11/2021	DENV2	2II	2II	2II_G	2II_G.1	0.99	genbank
OM639980	OM639980.1|2021-11-16	India	16/11/2021	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OM639993	OM639993.1|2021-11-16	India	16/11/2021	DENV2	2II	2II	2II_G	2II_G.1	0.99	genbank
OM680963	OM680963.1|2021-11-16	India	16/11/2021	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OP921000	OP921000.1|2022-07-29	India	29/07/2022	DENV2	2II_related	2II	2II_G	2II_G.1	0.97	genbank
OP921001	OP921001.1|2022-07-27	India	27/07/2022	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OM730078	OM730078.1|2021-11-16	India	16/11/2021	DENV2	2II	2II	2II_G	2II_G.1	0.99	genbank
MW512451	MW512451.1|2016	Singapore	2016	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OQ426782	OQ426782.1|2018-12-20	Vietnam	20/12/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OQ426847	OQ426847.1|2018-12-18	Vietnam	18/12/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OQ426916	OQ426916.1|2018-09-10	Vietnam	10/09/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OQ426918	OQ426918.1|2018-09-19	Vietnam	19/09/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OQ426757	OQ426757.1|2018-10-15	Vietnam	15/10/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OQ426773	OQ426773.1|2018-10-22	Vietnam	22/10/2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MK783201	MK783201.1|2018	China	2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW721461	MW721461.1|2018-10	China	2018-10	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OQ426766	OQ426766.1|2019-01-09	Vietnam	09/01/2019	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MK783200	MK783200.1|2017	China	2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW721471	MW721471.1|2014-10	China	2014-10	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW721469	MW721469.1|2017-10	China	2017-10	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MN018348	MN018348.1|2016-07-18	China	18/07/2016	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MH827541	MH827541.1|2017	China	2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MN018347	MN018347.1|2016-10-10	China	10/10/2016	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MH827543	MH827543.1|2017	China	2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MN018340	MN018340.1|2016-07-07	China	07/07/2016	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MH827540	MH827540.1|2017	China	2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MK564479	MK564479.1|2016-08-23	China	23/08/2016	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MK783190	MK783190.1|2018	China	2018	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW721460	MW721460.1|2018-10	China	2018-10	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MN018337	MN018337.1|2015-06-20	China	20/06/2015	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MH827528	MH827528.1|2017	China	2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MN018338	MN018338.1|2015-08-20	China	20/08/2015	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MH827533	MH827533.1|2017	China	2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX621246	KX621246.1|2015	China	2015	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX621247	KX621247.1|2015	China	2015	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX621245	KX621245.1|2015	China	2015	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX621248	KX621248.1|2015	China	2015	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512435	MW512435.1|2015	Singapore	2015	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MH110573	MH110573.1|2017-08	China	2017-08	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OP684152	OP684152.1|2017-07-02	China	02/07/2017	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX452017	KX452017.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX452042	KX452042.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX452028	KX452028.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512452	MW512452.1|2016	Singapore	2016	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX452047	KX452047.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	0.9	genbank
MH488959	MH488959.1|2014	Malaysia	2014	DENV2	2II	2II	2II_G	2II_G.1	0.99	genbank
KX452043	KX452043.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX452034	KX452034.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX452037	KX452037.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX452039	KX452039.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX452021	KX452021.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX452030	KX452030.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512390	MW512390.1|2013	Singapore	2013	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX452025	KX452025.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX452046	KX452046.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX452040	KX452040.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX452041	KX452041.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512387	MW512387.1|2013	Singapore	2013	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
MW512416	MW512416.1|2014	Singapore	2014	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX380815	KX380815.1|2012	Singapore	2012	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
KX380818	KX380818.1|2012	Singapore	2012	DENV2	2II	2II	2II_G	2II_G.1	1	genbank
OL414752	OL414752.1|2020-07	Cambodia	2020-07	DENV2	2II	2II	2II_G	2II_G.1.1	1	genbank
OL414755	OL414755.1|2020-08	Cambodia	2020-08	DENV2	2II	2II	2II_G	2II_G.1.1	0.96	genbank
OL414753	OL414753.1|2020-08	Cambodia	2020-08	DENV2	2II	2II	2II_G	2II_G.1.1	1	genbank
OL414765	OL414765.1|2020-08	Cambodia	2020-08	DENV2	2II	2II	2II_G	2II_G.1.1	0.98	genbank
OL414733	OL414733.1|2020-08	Cambodia	2020-08	DENV2	2II	2II	2II_G	2II_G.1.1	1	genbank
OL414756	OL414756.1|2020-08	Cambodia	2020-08	DENV2	2II	2II	2II_G	2II_G.1.1	1	genbank
OL414758	OL414758.1|2020-09	Cambodia	2020-09	DENV2	2II	2II	2II_G	2II_G.1.1	1	genbank
OQ000263	OQ000263.1|2020-09	Cambodia	2020-09	DENV2	2II	2II	2II_G	2II_G.1.1	0.98	genbank
OL414732	OL414732.1|2020-08	Cambodia	2020-08	DENV2	2II	2II	2II_G	2II_G.1.1	1	genbank
OL414751	OL414751.1|2020-07	Cambodia	2020-07	DENV2	2II	2II	2II_G	2II_G.1.1	1	genbank
OL414750	OL414750.1|2020-07	Cambodia	2020-07	DENV2	2II	2II	2II_G	2II_G.1.1	1	genbank
OL414731	OL414731.1|2020-09	Cambodia	2020-09	DENV2	2II	2II	2II_G	2II_G.1.1	1	genbank
OP999336	OP999336.1|2020-09	Cambodia	2020-09	DENV2	2II	2II	2II_G	2II_G.1.1	1	genbank
OL414757	OL414757.1|2020-09	Cambodia	2020-09	DENV2	2II	2II	2II_G	2II_G.1.1	1	genbank
OP999339	OP999339.1|2020-09	Cambodia	2020-09	DENV2	2II	2II	2II_G	2II_G.1.1	1	genbank
